setname,opponent,season,wonSet,wonMatch,unforcedErrs,earnedPts,serveErr,setErr,attackErr,freeballErr,ace,kill,stuffBlock
191127 CU vs OR 3-0s1,OR,19,True,True,6,24,2,1,3,0,4,19,1
191127 CU vs OR 3-0s2,OR,19,True,True,7,19,3,0,4,0,0,18,1
191127 CU vs OR 3-0s3,OR,19,True,True,5,18,4,0,1,0,2,16,0
191130 CU vs UT 0-3s1,UT,19,False,False,5,12,1,0,4,0,1,9,2
191130 CU vs UT 0-3s2,UT,19,False,False,7,11,0,0,7,0,2,8,1
191130 CU vs UT 0-3s3,UT,19,False,False,3,14,1,0,2,0,2,10,2
210117 CU vs Den 3-1s1,Den,21S,True,True,10,15,3,1,6,0,1,12,2
210117 CU vs Den 3-1s2,Den,21S,True,True,9,18,2,0,7,0,2,13,3
210117 CU vs Den 3-1s3,Den,21S,False,True,5,13,1,1,3,0,0,11,2
210117 CU vs Den 3-1s4,Den,21S,True,True,3,20,0,0,3,0,3,17,0
210122 CU vs OR St 3-0s1,OR St,21S,True,True,6,16,1,1,3,1,3,11,2
210122 CU vs OR St 3-0s2,OR St,21S,True,True,6,16,2,0,4,0,1,13,2
210122 CU vs OR St 3-0s3,OR St,21S,True,True,7,16,3,1,3,0,3,8,5
210124 CU vs OR St 3-1s1,OR St,21S,True,True,0,15,0,0,0,0,2,11,2
210124 CU vs OR St 3-1s2,OR St,21S,True,True,6,17,2,1,3,0,1,13,3
210124 CU vs OR St 3-1s3,OR St,21S,False,True,4,15,1,0,3,0,1,10,4
210124 CU vs OR St 3-1s4,OR St,21S,True,True,2,16,1,0,1,0,1,12,3
